Place,Name,Latitude,Longitude,Junior
Moira juniors,Moira Demesne,-6.22808200,54.48327500,1
Moormead juniors,Moormead and Bandy Recreation Ground,-0.32668400,51.45159500,1
Moors Valley juniors,Moors Valley Country Park and Forest,-1.84936900,50.85137100,1
Musgrave juniors,Musgrave Park,-5.97403300,54.57020400,1
Netley Abbey juniors,Royal Victoria Country Park,-1.34539200,50.86830000,1
New Milton juniors,Fawcetts Field,-1.66908400,50.74704500,1
Newark juniors,Sconce and Devon Park,-0.81901400,53.07018100,1
Newport juniors,Tredegar House,-3.02879300,51.56276700,1
Nonsuch juniors,Nonsuch Park,-0.23094500,51.35736600,1
Northala Fields juniors,Northala Fields,-0.37600800,51.54058700,1
Northallerton juniors,Stone Cross Playing Fields,-1.43396600,54.34923000,1
Northlands juniors,Northlands Park,0.49831400,51.57779000,1
Northwich juniors,Marbury Country Park,-2.52050600,53.28284100,1
Ockwells juniors,Ockwells Park,-0.73546000,51.50267000,1
Ormeau juniors,Ormeau Park,-5.91454100,54.58826400,1
Osterley juniors,Osterley Park,-0.35072200,51.48940500,1
Paddington Rec juniors,Paddington Recreation Ground,-0.19072600,51.52951400,1
Padiham Greenway juniors,Padiham Greenway,-2.31673900,53.79880600,1
Page Park juniors,Page Park,-2.49818400,51.48256800,1
Par Track juniors,Par Track,-4.70206800,50.35373000,1
Park View juniors,QEII Park View Playing Fields,-2.96098400,53.74105100,1
Park Wood juniors,Park Wood,0.55432500,51.23837500,1
Peacehaven juniors,Centenary Park,0.01176100,50.79409100,1
Peel Park juniors,Peel Park,-2.42803800,53.53178900,1
Penallta juniors,Parc Penallta Country Park,-3.24566800,51.64490300,1
Perth juniors,South Inch,-3.43532100,56.39135700,1
Peter Pan juniors,Peter Pan Park,-0.40210600,53.73867400,1
Phoenix juniors,Phoenix Park,-2.68342800,53.33605100,1
Pinehill juniors,Pinehill Park,-0.26414500,51.94830800,1
Pitshanger juniors,Pitshanger Park,-0.31855300,51.52857800,1
Pontefract juniors,Pontefract Park,-1.32996200,53.69639400,1
Pontypool juniors,Pontypool Park,-3.03539200,51.70121800,1
Pontypridd juniors,Ynysangharad War Memorial Park,-3.33701500,51.60162500,1
Portrush juniors,East Strand Beach,-6.64845200,55.20501100,1
Prestatyn Prom juniors,Nova Centre,-3.41246100,53.34258400,1
Preston Park juniors,Preston Park,-0.14766800,50.84122000,1
Prestwick Oval juniors,"Prestwick Oval, St Ninianâ€™s Park",-4.61253900,55.49340900,1
Priory Park juniors,Priory Park,-0.12567100,51.58575400,1
Prudhoe Riverside juniors,Tyne Riverside Country Park,-1.86598100,54.96663000,1
"Queenâ€™s Parade juniors, Aldershot",Polo Fields,-0.75569500,51.26572300,1
"Queenâ€™s Park juniors, Bolton",Queenâ€™s Park,-2.44470600,53.57761300,1
"Queenâ€™s Park juniors, London",Queenâ€™s Park,-0.21127000,51.53473300,1
"Queenâ€™s Park juniors, Rochdale",Queenâ€™s Park,-2.21538300,53.60125400,1
Ramsbottom juniors,Nuttall Park,-2.31222200,53.64319900,1
Reculver juniors,Reculver Country Park,1.19473100,51.37827400,1
Redcar juniors,Locke Park,-1.08075100,54.61403000,1
Reigate Priory juniors,Reigate Priory Park,-0.20792200,51.23422200,1
Riverside juniors,Riverside Park,-1.56289500,54.85401600,1
"Riverside juniors, Ballymoney",Riverside Park,-6.50797400,55.06882100,1
"Riverside juniors, St Neots","Riverside Park,",-0.27556200,52.22302200,1
Roding Valley juniors,Roding Valley Recreational Park,0.06656100,51.63864200,1
Rossmere juniors,Rossmere Park,-1.22633900,54.66142200,1
Rouken Glen juniors,Rouken Glen Park,-4.31686900,55.79831000,1
Roundhay juniors,Roundhay Park,-1.50368900,53.83682200,1
Rushcliffe juniors,Rushcliffe County Park,-1.14978000,52.88217000,1
Rutland Water juniors,The Waterside Cafe,-0.62111100,52.64601200,1
Salford juniors,Buille Hill Park,-2.30540000,53.49072900,1
Salt Hill juniors,Salt Hill Park,-0.60585300,51.51343700,1
Saltaire juniors,Roberts Park,-1.79220500,53.84129200,1
Saltwell juniors,Saltwell Park,-1.60537200,54.94393400,1
Savill Garden juniors,"The Savill Garden, Windsor Great Park",-0.59593600,51.42902200,1
Sedgefield juniors,Hardwick Park,-1.46697900,54.65303700,1
Seymour Park juniors,Seymour Park,-2.27325700,53.45826300,1
Sheffield Olympic Legacy Park juniors,Sheffield Olympic Legacy Park,-1.42629400,53.39536400,1
Shelley juniors,Shelley College,-1.66680600,53.59277700,1
Shipley Country juniors,Shipley Country Park,-1.35975700,53.00001100,1
Shrewsbury juniors,Quarry Park,-2.75005900,52.70442500,1
Skelmersdale juniors,Nye Bevan Swimming Pool,-2.77683800,53.55055100,1
South Manchester juniors,Platt Fields Park,-2.22633000,53.44895200,1
South Park juniors,South Park,-1.56114100,54.51493300,1
Southampton juniors,Riverside Park,-1.37398800,50.93305900,1
Stanley Park juniors,Stanley Park,-2.96553400,53.43405000,1
Staveley juniors,Staveley Welfare Cricket Club,-1.33666800,53.27060800,1
Stevenage juniors,Hampson Park,-0.18663700,51.91356600,1
Stevens Park juniors,Stevens Park,-2.11560500,52.44790300,1
Stirling juniors,Kings Park,-3.94630700,56.11382400,1
Stokes Bay juniors,Stokes Bay Promenade,-1.15379700,50.78147400,1
Stonehouse juniors,Oldends Lane Playing Fields,-2.28700600,51.75296500,1
Stratford-upon-Avon Rec juniors,The Recreation Ground,-1.70331600,52.18729800,1
Strathmartine juniors,Strathmartine,-3.00373300,56.49138600,1
Surbiton juniors,Alexandra Recreation Ground,-0.28860100,51.38471600,1
Swadlincote juniors,Maurice Lea Memorial Park,-1.55741400,52.76439900,1
Telford juniors,Telford Town Park,-2.44568300,52.67125600,1
Temple Newsam juniors,Temple Newsam Estate,-1.45791000,53.78456300,1
The Meadows juniors,The Meadows,-3.18428300,55.94032700,1
The Mystery juniors,The Mystery Park,-2.92280400,53.39359300,1
The Waterfront juniors,Les Jardins de la Mer,-2.11593600,49.18647100,1
The Wirral Way juniors,Wirral Way/Park Fields,-3.07586900,53.29374800,1
Tilgate juniors,Tilgate Park,-0.17597600,51.09583900,1
Tolson juniors,Ravensknowle Park,-1.75560400,53.64500800,1
Tonbridge juniors,Tonbridge Farm Sportsground,0.27029100,51.20977000,1
Tooting Common juniors,Tooting Common,-0.14770900,51.43469800,1
Torbay Velopark juniors,Torbay Velopark,-3.56428300,50.42356300,1
Torridge juniors,Victoria Park,-4.20343500,51.02341800,1
Town Moor juniors,Newcastle Town Moor,-1.61918900,54.98383000,1
Uppermill juniors,Saddleworth Pool & Leisure Centre,-2.00217000,53.54739300,1
Upton House juniors,Upton Country Park,-2.01247400,50.73451500,1
Verulamium juniors,Verulamium Park,-0.34816900,51.74654500,1
"Victoria juniors, Glasgow",Victoria Park,-4.33275100,55.87731000,1
"Victoria juniors, Macclesfield",Victoria Park,-2.11666200,53.26153700,1
Wakefield Thornes juniors,Thornes Park,-1.51269500,53.67554400,1
Wardown juniors,Wardown Park,-0.41909900,51.89177500,1
Warrington juniors,Orford Jubilee Neighbourhood Hub,-2.58790400,53.40534400,1
Waterlooville juniors,Jubilee Park,-1.03286100,50.88846700,1
Waterworks juniors,Waterworks Park,-5.94487300,54.61901100,1
Wednesfield juniors,Wednesfield Park,-2.08363800,52.60245500,1
Weston-super-Mare juniors,Weston-super-Mare,-2.90749500,51.36477200,1
Weymouth juniors,Lodmoor Country Park,-2.44954700,50.62739600,1
Whaley Bridge juniors,Whaley Bridge Memorial Park,-1.98777100,53.32722500,1
Whitelands Farm juniors,Whitelands Farm Sports Ground,-1.17607200,51.89042000,1
Whiteley juniors,Meadowside Leisure Centre,-1.24817900,50.88496300,1
Whitley Bay juniors,Whitley Bay,-1.44767900,55.04980000,1
Whitstable juniors,Tankerton Slopes,1.04244800,51.36493900,1
Wicksteed juniors,Wicksteed Park,-0.71075900,52.38406400,1
Widnes juniors,Victoria Park,-2.73031300,53.37434000,1
Wilmslow juniors,The Carrs,-2.23174600,53.33130100,1
Wimbledon Park juniors,Wimbledon Park,-0.20663200,51.44058200,1
Wimpole Estate juniors,Wimple Estate,-0.04710300,52.14024000,1
Winchester juniors,Winchester Sports Stadium,-1.30489300,51.05473300,1
Windmill Hill juniors,Victoria Park,-2.58714200,51.43860100,1
Wirral Country Park juniors,Wirral Country Park,-3.14362100,53.34164200,1
Wisbech juniors,Wisbech Park,0.16600700,52.66664000,1
Woking juniors,Woking Park,-0.55500600,51.31194600,1
Woodley juniors,Woodford Park,-0.90308900,51.45482900,1
Worksop College juniors,Worksop College,-1.10322400,53.28741400,1
Wycombe Rye juniors,Wycombe Rye,-0.74242700,51.62613100,1
Wyndham juniors,Wyndham Park,-0.63831200,52.91818200,1
Wyre Forest juniors,Wyre Forest,-2.36876700,52.36415200,1
Yatton Recreation juniors,Yatton Recreation Ground,-2.81388300,51.38727500,1
Yeovil Rec juniors,Yeovil Rec,-2.63893000,50.95460600,1
